N,P,K,temperature,humidity,ph,rainfall,label
98.98,20.91,42.52,19.73,86.64,5.82,38.79,watermelon
44.53,84.04,16.04,27.25,66.19,7.83,73.74,blackgram
127.11,86.5,43.4,29.78,77.42,5.37,125.63,banana
100.35,54.04,29.37,28.43,83.35,7.02,184.94,jute
107.67,24.25,27.48,26.03,57.13,5.94,158.44,coffee
20.45,19.51,31.16,26.31,97.49,5.67,216.24,coconut
113.13,38.03,46.98,24.26,76.3,6.91,86.66,cotton
29.15,48.38,11.07,28.55,40.11,3.74,54.11,mothbeans
46.88,71.23,73.56,17.94,20.77,6.81,89.53,chickpea
20.13,41.77,10.32,29.11,88.19,7.34,66.5,mungbean
50.62,65.32,53.27,33.74,90.36,6.82,178.5,papaya
14.8,53.95,20.73,23.73,59.09,3.5,70.08,mothbeans
123.59,47.61,32.88,24.06,79.87,6.7,84.63,cotton
15.15,52.63,21.74,29.24,91.56,6.93,38.38,mungbean
103.95,18.13,54.83,26.55,91.01,6.74,28.98,muskmelon
107.32,95.75,61.49,27.94,79.52,5.71,88.23,banana
24.56,118.73,196.6,20.11,100.0,6.77,131.22,apple
75.21,35.25,30.73,24.04,89.86,6.64,182.79,rice
88.81,13.15,62.05,34.35,88.24,6.73,20.0,muskmelon
72.98,47.14,34.11,20.36,82.31,6.74,167.57,rice
21.45,42.79,24.25,30.56,81.79,6.23,51.86,mungbean
117.48,9.74,65.39,24.9,73.04,6.55,35.3,watermelon
140.0,29.69,46.63,25.09,83.73,6.93,21.76,cotton
45.78,70.01,84.04,13.78,20.82,6.61,80.01,chickpea
99.14,13.91,48.96,21.33,86.04,6.32,57.82,watermelon
22.79,68.99,22.04,21.42,24.7,5.92,117.45,kidneybeans
111.21,16.74,61.29,27.59,89.05,7.3,31.84,watermelon
20.27,12.15,30.48,28.53,89.4,5.33,179.2,coconut
25.84,70.02,14.03,27.5,76.26,6.75,55.63,lentil
33.26,142.48,178.68,23.61,76.67,6.29,65.96,grapes
18.69,12.02,9.75,23.79,100.0,6.8,93.64,orange
80.11,46.13,18.46,25.95,63.47,5.58,84.5,maize
78.84,28.93,45.05,23.49,73.73,6.76,192.21,rice
76.16,62.53,12.38,23.31,55.83,6.14,45.49,maize
47.97,66.3,75.17,19.23,14.0,6.96,42.13,chickpea
73.23,38.2,61.22,24.72,78.06,7.08,191.93,rice
22.57,39.09,19.09,30.48,60.31,3.5,20.0,mothbeans
83.62,42.55,35.6,23.2,79.88,5.56,120.47,rice
92.89,12.81,50.26,27.48,78.55,6.26,64.85,watermelon
21.49,18.85,26.64,25.12,91.14,6.39,181.08,coconut
84.11,58.44,19.76,28.23,52.44,6.68,72.89,maize
87.83,38.02,23.54,17.61,55.18,5.92,78.95,maize
21.06,61.51,24.46,20.49,58.26,6.76,37.21,lentil
45.69,75.89,24.15,30.24,66.92,6.95,74.14,blackgram
82.08,37.96,12.76,23.2,77.91,6.16,80.73,maize
77.8,51.26,41.14,21.32,81.49,6.67,221.65,rice
70.17,51.78,43.9,27.17,79.82,6.93,247.55,jute
21.78,15.74,33.21,19.27,100.0,5.89,171.09,coconut
28.26,46.54,22.61,25.87,62.84,3.73,75.58,mothbeans
9.7,16.99,31.84,24.52,100.0,5.56,211.53,coconut
17.37,16.34,27.65,20.85,88.67,5.92,93.57,pomegranate
70.97,44.12,27.2,18.64,84.52,5.49,81.83,maize
49.91,75.66,91.87,18.57,20.85,7.45,73.44,chickpea
119.14,20.27,47.52,22.51,91.16,6.46,68.35,watermelon
17.06,67.85,25.8,24.88,51.53,5.69,145.65,pigeonpeas
108.95,14.82,41.94,23.12,87.78,6.58,34.87,watermelon
24.89,62.81,17.5,22.66,85.14,6.94,30.95,lentil
86.39,12.5,41.37,29.65,93.96,6.82,36.53,muskmelon
82.61,46.54,43.07,25.71,81.24,6.01,162.47,rice
94.8,36.84,34.19,27.46,50.54,6.95,142.47,coffee
19.1,47.14,19.68,22.84,70.7,7.33,69.73,lentil
49.84,60.13,22.64,33.61,58.59,7.47,62.69,blackgram
97.57,14.48,39.54,28.67,91.69,6.88,22.54,muskmelon
70.96,48.96,20.14,22.18,81.71,6.26,81.5,maize
18.78,75.76,20.29,27.12,37.76,6.36,217.17,pigeonpeas
53.8,47.77,30.18,27.31,88.58,6.91,157.77,rice
17.81,46.8,13.86,28.73,64.58,3.5,55.6,mothbeans
103.85,13.41,39.47,25.99,95.35,6.27,20.0,muskmelon
100.46,14.77,64.79,23.74,93.73,7.44,36.06,muskmelon
19.17,123.18,180.08,21.65,79.09,5.85,68.82,grapes
22.79,20.46,18.37,16.68,98.72,6.0,142.02,pomegranate
104.71,14.54,43.62,22.07,79.06,6.57,51.03,watermelon
92.85,30.17,44.9,21.86,84.22,6.45,221.15,jute
134.78,46.29,46.42,27.27,76.34,6.63,102.16,cotton
120.9,53.81,30.88,24.41,67.9,6.48,72.01,cotton
39.01,63.65,18.54,30.82,65.5,7.44,58.63,blackgram
21.77,24.6,42.15,18.91,93.44,5.96,105.84,pomegranate
17.85,61.02,24.45,20.08,17.8,6.0,95.88,kidneybeans
42.26,52.05,75.96,13.15,17.81,6.4,135.19,chickpea
55.77,71.47,65.38,34.82,91.62,6.65,144.5,papaya
43.16,73.16,74.95,17.47,21.63,6.94,77.31,chickpea
108.94,17.1,54.85,31.08,84.24,7.32,56.82,watermelon
87.72,20.51,41.07,30.73,90.05,6.41,25.93,muskmelon
79.5,56.9,20.93,20.55,64.54,6.34,78.9,maize
109.58,32.33,27.69,26.57,72.17,6.81,196.68,coffee
14.6,48.08,22.72,26.25,79.72,6.71,52.49,mungbean
40.17,80.27,105.9,21.0,18.14,6.98,83.1,chickpea
56.7,54.18,51.39,31.09,91.17,7.0,161.84,papaya
111.02,31.61,35.19,24.71,61.72,6.55,199.29,coffee
76.08,46.73,43.57,25.36,88.09,7.02,217.79,rice
94.31,18.27,41.16,28.23,92.25,6.78,20.0,muskmelon
69.42,49.74,33.48,21.65,84.87,5.89,187.19,rice
72.41,33.15,45.9,24.8,75.47,6.97,210.12,jute
118.66,54.04,35.39,23.91,81.82,6.82,67.14,cotton
16.96,65.13,22.13,26.67,49.83,6.07,137.37,pigeonpeas
48.5,45.95,27.37,30.87,52.92,6.85,75.57,blackgram
112.52,24.17,46.49,25.49,87.01,5.5,20.0,muskmelon
30.34,20.35,28.48,24.88,89.01,6.03,177.14,coconut
84.97,30.85,43.58,21.34,75.62,6.96,222.71,rice
26.49,16.56,5.84,22.56,94.55,7.35,111.43,orange
14.43,23.6,24.37,29.49,44.57,6.29,85.4,mango
16.37,35.2,33.86,30.06,58.85,5.37,82.18,mango
113.35,26.01,48.27,30.26,88.77,5.7,20.0,muskmelon
94.78,34.29,55.86,18.75,75.57,6.82,184.26,rice
13.2,145.0,205.0,21.99,86.88,5.37,134.86,apple
17.01,28.03,17.69,24.47,88.46,6.69,28.9,mungbean
54.6,64.11,43.93,33.16,97.84,7.21,165.21,papaya
100.12,87.9,49.06,25.36,83.88,6.0,67.54,banana
52.23,55.21,20.55,33.87,55.06,7.61,67.96,blackgram
93.47,19.74,49.33,24.55,87.9,6.93,20.0,muskmelon
15.34,127.28,190.68,23.52,88.52,5.87,86.21,apple
21.43,22.49,30.99,26.44,95.41,5.51,161.79,coconut
50.37,60.29,55.3,33.44,83.57,6.58,132.13,papaya
19.52,51.83,22.78,24.81,40.38,6.24,162.08,pigeonpeas
74.86,36.97,52.17,21.95,78.74,6.91,205.86,jute
18.37,135.06,204.05,22.85,100.0,6.13,120.9,apple
18.56,132.2,187.88,20.55,89.97,6.12,128.28,apple
62.43,43.66,20.96,24.09,73.87,6.22,95.73,maize
27.55,48.17,24.41,26.62,77.78,5.86,52.41,mungbean
6.95,131.92,193.12,23.77,90.26,6.33,139.92,apple
19.64,45.92,18.45,26.02,72.57,7.37,24.61,lentil
19.02,128.79,205.0,20.75,77.47,6.57,72.25,grapes
68.94,56.59,7.59,22.78,79.2,6.94,199.02,rice
95.57,8.48,57.5,30.42,89.95,7.11,38.87,watermelon
17.35,81.91,22.06,21.85,61.09,6.59,85.57,lentil
22.79,113.16,205.0,20.88,90.58,5.82,112.15,apple
25.29,141.28,205.0,19.44,78.87,6.1,75.01,grapes
33.29,58.41,73.32,19.85,14.0,7.1,53.82,chickpea
70.74,52.92,14.65,24.65,65.12,5.59,55.3,maize
100.53,79.17,56.91,27.88,81.25,6.16,100.32,banana
20.76,67.34,22.51,15.86,20.8,5.48,74.03,kidneybeans
16.78,14.98,8.22,23.67,97.91,6.55,110.81,orange
16.84,30.29,22.78,26.67,38.43,5.73,146.67,mango
109.74,24.35,35.45,21.21,62.88,7.88,80.64,coffee
38.4,65.48,52.97,33.51,91.02,6.28,149.68,papaya
25.39,130.55,194.87,27.3,83.32,6.33,99.82,grapes
21.09,132.18,205.0,21.63,87.36,5.38,63.49,grapes
22.15,14.29,26.15,20.09,88.32,5.19,197.77,coconut
113.12,42.54,40.06,24.32,69.66,7.09,84.9,cotton
85.43,44.26,78.53,22.6,84.06,6.08,244.88,rice
17.3,50.7,25.99,24.31,33.14,5.75,136.59,pigeonpeas
42.14,59.66,13.63,26.92,58.93,6.92,64.59,blackgram
25.91,71.67,77.05,22.12,14.0,7.55,63.61,chickpea
12.97,72.57,22.36,29.97,73.77,6.21,59.8,lentil
22.94,81.22,25.18,14.24,20.75,5.94,108.63,kidneybeans
13.95,136.35,205.0,24.08,97.13,5.23,104.81,apple
17.66,15.81,30.21,18.64,97.31,5.85,89.81,pomegranate
15.54,15.25,48.96,19.04,87.5,6.3,66.35,pomegranate
76.67,39.04,51.46,28.16,72.63,7.08,193.42,jute
102.51,13.93,51.68,27.55,95.16,7.06,20.0,muskmelon
17.34,58.75,21.59,25.18,46.1,5.34,199.87,pigeonpeas
88.84,54.47,34.41,25.43,73.32,7.23,193.63,jute
87.23,50.35,40.27,26.47,70.29,7.08,156.34,jute
23.47,21.22,27.98,31.1,43.97,5.5,127.53,mango
8.09,14.51,45.48,20.67,100.0,5.75,160.34,pomegranate
17.86,42.25,27.26,23.2,51.96,3.5,39.32,mothbeans
28.8,70.83,15.7,32.51,71.17,6.98,82.29,blackgram
87.38,47.27,32.07,21.36,83.54,6.92,189.93,rice
9.35,70.05,15.73,25.01,70.94,6.84,60.51,lentil
22.47,79.54,23.22,31.52,62.96,6.75,56.76,blackgram
20.2,51.66,13.26,27.07,46.82,3.5,51.06,mothbeans
28.82,127.48,188.57,21.24,75.23,6.09,85.1,grapes
106.96,10.94,50.17,24.69,83.49,6.4,57.09,watermelon
20.63,39.29,25.38,31.87,91.36,5.92,32.2,mungbean
98.37,47.15,59.85,20.05,90.1,6.96,134.72,cotton
26.05,53.72,41.01,35.57,91.01,6.49,158.14,papaya
99.45,23.39,49.6,29.73,82.19,6.66,55.26,watermelon
15.95,34.33,25.29,33.37,49.8,5.26,101.65,mango
94.68,80.15,63.5,28.45,72.89,6.25,87.93,banana
18.4,60.24,20.8,17.64,19.8,5.8,101.46,kidneybeans
10.02,47.26,22.09,24.31,93.33,6.6,48.46,mungbean
91.85,12.77,57.57,24.89,86.01,6.29,35.28,muskmelon
25.98,9.33,28.39,23.36,92.25,6.23,176.86,coconut
18.41,62.79,20.72,20.72,21.01,6.06,89.83,kidneybeans
6.49,15.59,38.45,20.36,91.41,5.68,105.45,pomegranate
38.82,56.31,20.84,31.8,78.48,7.01,73.87,blackgram
44.35,90.94,19.25,36.2,61.02,6.75,105.51,blackgram
104.76,10.43,51.35,25.69,83.87,7.11,56.05,watermelon
112.24,87.16,60.29,27.6,81.47,5.57,96.64,banana
16.71,18.19,38.94,21.72,89.84,6.16,85.68,pomegranate
110.98,31.07,34.28,25.92,75.63,6.96,115.59,coffee
42.08,60.75,50.45,31.35,89.54,6.64,140.91,papaya
75.9,57.67,47.58,21.69,77.17,6.16,154.75,jute
22.66,19.23,30.57,29.5,96.28,6.36,170.55,coconut
20.2,12.38,13.83,22.56,90.74,7.78,116.87,orange
23.83,20.69,21.22,21.69,89.57,5.05,136.36,coconut
104.7,8.16,51.8,19.06,85.88,6.15,44.06,watermelon
23.5,145.0,170.44,17.47,93.63,5.38,74.74,apple
62.35,56.3,49.31,34.89,94.92,6.87,134.25,papaya
84.66,14.4,61.82,27.62,96.62,5.97,30.07,muskmelon
101.16,24.95,39.08,20.57,95.82,6.12,22.32,muskmelon
112.4,46.5,37.85,19.46,75.34,6.96,20.92,cotton
18.57,137.27,205.0,24.86,72.67,5.62,67.94,grapes
69.9,55.11,33.34,21.41,74.73,6.71,167.34,jute
60.84,37.84,42.45,20.79,80.22,7.07,159.05,jute
23.79,138.39,205.0,23.62,78.27,5.6,69.5,grapes
10.53,73.91,27.36,22.29,61.34,6.6,36.76,lentil
60.12,72.2,36.15,21.38,86.48,7.07,238.15,rice
18.55,41.33,26.73,29.14,52.1,5.59,99.99,mango
15.45,71.95,6.82,23.3,67.83,6.82,32.6,lentil
21.83,135.82,195.32,20.62,88.0,6.28,110.67,apple
17.38,42.63,26.42,27.1,76.84,6.31,69.4,mungbean
22.38,16.8,32.77,26.16,90.71,6.97,159.31,coconut
76.91,49.74,32.92,22.42,77.86,6.28,199.28,rice
60.97,40.32,9.01,23.94,68.63,7.49,114.81,maize
23.55,26.69,20.14,30.39,44.96,5.89,96.75,mango
16.56,11.3,50.04,18.71,86.6,6.04,106.81,pomegranate
115.72,48.12,39.08,24.89,81.28,7.13,92.37,cotton
20.38,61.96,24.98,24.25,61.8,6.98,74.2,lentil
95.45,20.28,54.03,25.43,87.53,7.26,28.16,muskmelon
22.89,9.46,10.75,17.82,87.41,7.12,141.36,orange
20.11,127.68,199.82,26.32,82.56,5.94,65.79,grapes
18.49,54.26,19.3,25.32,65.92,3.5,50.06,mothbeans
92.34,32.92,27.54,29.85,58.64,7.17,161.34,coffee
15.86,53.7,15.69,19.3,18.74,5.14,81.98,kidneybeans
12.88,74.83,18.85,18.84,15.72,5.89,89.6,kidneybeans
111.37,95.42,49.9,27.95,71.03,5.97,159.44,banana
97.29,17.99,44.21,20.52,90.75,6.19,27.79,watermelon
26.56,65.15,21.25,26.59,64.58,5.81,28.14,lentil
13.95,69.36,19.8,27.54,48.28,6.57,58.44,lentil
107.32,30.37,22.62,22.46,60.49,7.05,195.78,coffee
15.45,68.06,29.09,24.74,58.84,5.39,110.46,pigeonpeas
56.3,58.22,52.94,34.95,88.36,6.45,134.91,papaya
41.17,59.15,47.37,36.66,90.06,7.3,139.07,papaya
15.7,23.77,5.0,25.53,93.33,6.63,134.64,orange
21.05,45.01,25.75,30.62,85.23,6.61,56.97,mungbean
84.32,34.21,24.2,22.23,65.83,5.65,57.56,maize
103.19,24.58,57.34,26.02,88.2,6.56,28.63,muskmelon
26.96,25.37,30.04,31.25,45.53,6.07,120.68,mango
66.72,53.14,33.38,23.83,75.19,7.0,161.3,rice
41.26,64.62,11.98,31.2,66.51,7.35,71.88,blackgram
80.97,40.53,37.92,21.2,81.97,6.54,189.17,rice
77.65,50.86,16.62,18.12,76.07,6.14,84.45,maize
11.18,128.94,205.0,24.99,70.93,5.69,51.66,grapes
18.1,54.97,14.1,22.08,57.83,6.79,47.27,lentil
65.31,44.58,42.09,22.25,86.64,6.51,156.83,jute
127.28,48.82,53.8,26.6,78.74,7.69,78.59,cotton
105.83,34.92,25.26,19.92,44.22,7.04,177.38,coffee
111.91,91.91,42.17,26.31,80.01,5.96,101.8,banana
20.63,22.72,40.5,32.4,46.91,6.37,114.11,mango
105.06,9.53,38.44,27.61,80.39,6.01,39.74,watermelon
24.98,15.37,8.07,25.03,95.32,7.8,93.81,orange
105.59,12.97,52.6,24.48,86.8,6.95,43.73,watermelon
27.1,48.27,12.82,25.02,41.68,3.51,68.19,mothbeans
21.44,65.45,22.9,28.31,57.1,5.64,138.3,pigeonpeas
123.65,54.2,37.2,22.23,75.48,7.72,122.96,cotton
118.69,38.18,44.89,24.17,71.56,6.21,75.48,cotton
31.59,115.1,202.02,27.12,90.57,6.42,132.41,apple
13.8,62.93,20.04,18.69,16.02,5.29,136.08,kidneybeans
117.85,51.61,34.33,24.07,67.11,6.89,145.71,cotton
19.71,29.92,31.62,32.32,55.46,5.55,83.21,mango
73.99,46.0,32.85,24.25,86.23,6.63,201.67,rice
14.03,136.74,205.0,18.16,86.42,5.7,89.69,apple
23.46,144.88,205.0,23.44,81.41,5.8,57.98,grapes
13.79,133.92,205.0,26.42,91.15,5.77,116.77,apple
34.74,65.85,9.77,33.97,53.71,7.17,84.87,blackgram
18.38,13.51,37.05,26.4,85.39,6.17,128.66,pomegranate
50.35,61.01,55.61,41.84,96.25,7.48,124.05,papaya
96.12,68.1,12.85,23.04,71.83,6.82,67.3,maize
28.93,15.08,24.6,23.03,98.27,6.09,201.94,coconut
18.4,26.4,25.82,34.49,66.62,5.95,98.37,mango
21.35,144.69,186.6,19.51,95.44,5.81,86.49,apple
19.88,132.08,197.93,21.87,70.99,5.78,63.97,grapes
18.48,19.67,17.32,23.29,81.38,6.76,98.72,orange
11.8,8.98,33.91,17.32,97.17,5.67,93.27,pomegranate
9.35,73.02,23.8,29.14,28.1,5.48,142.6,pigeonpeas
21.67,14.9,34.02,22.01,91.83,5.31,93.63,pomegranate
99.36,80.96,41.53,27.28,90.62,5.58,76.82,banana
105.01,87.92,51.96,31.74,82.31,6.04,124.31,banana
16.41,50.12,15.57,27.51,48.61,3.52,40.26,mothbeans
41.92,74.29,30.38,27.1,69.91,6.82,53.41,blackgram
27.12,44.41,13.33,29.08,80.29,7.21,63.23,mungbean
38.66,63.34,76.65,20.4,14.0,8.06,101.2,chickpea
52.28,74.31,20.96,26.83,67.05,7.04,87.73,blackgram
101.19,30.86,30.06,28.57,58.91,6.62,179.1,coffee
122.35,45.79,47.53,18.63,80.88,6.37,79.06,cotton
15.22,20.97,29.79,31.24,51.46,6.25,93.86,mango
56.33,58.19,41.13,33.31,90.36,6.44,124.89,papaya
23.68,9.1,7.56,23.69,89.14,6.38,102.8,orange
131.71,41.01,53.22,25.8,76.73,6.88,79.57,cotton
17.43,18.68,34.51,18.72,93.07,6.15,124.58,pomegranate
22.8,137.94,188.47,20.38,84.84,6.27,86.22,grapes
90.61,80.84,44.75,28.53,75.7,5.31,117.84,banana
57.18,60.56,23.23,25.15,60.01,5.5,106.72,maize
21.39,20.07,30.82,31.04,98.03,6.32,179.45,coconut
22.12,46.86,23.32,28.42,69.12,3.5,65.8,mothbeans
11.38,31.05,28.1,33.78,55.78,5.37,102.66,mango
24.08,41.12,30.4,24.78,46.23,5.35,91.31,mango
11.59,132.91,185.59,21.96,93.68,5.61,102.14,apple
96.37,20.31,30.33,31.23,87.6,6.94,20.0,muskmelon
18.34,51.74,17.86,25.61,69.96,7.33,42.38,lentil
24.36,15.69,33.46,18.19,92.59,6.19,124.96,pomegranate
87.28,95.66,34.66,25.2,86.19,6.3,85.06,banana
22.44,139.21,199.66,19.97,95.96,6.12,122.68,apple
18.65,19.45,11.83,13.27,98.63,6.6,81.71,orange
44.26,65.77,54.02,36.69,85.45,6.94,163.95,papaya
15.18,66.62,11.61,28.77,63.24,6.88,37.09,lentil
131.8,48.8,28.28,28.23,75.82,7.02,73.69,cotton
103.24,27.92,30.41,22.19,61.13,6.19,134.65,coffee
24.8,8.76,32.74,26.22,99.38,5.88,212.63,coconut
17.12,67.55,20.22,24.41,75.02,7.66,37.45,lentil
22.61,131.4,197.79,19.47,91.11,5.88,123.97,apple
109.77,28.61,43.75,27.68,84.46,6.65,20.0,muskmelon
36.32,74.16,11.09,30.92,58.83,7.28,65.59,blackgram
36.99,87.42,16.05,28.48,63.24,6.21,77.4,blackgram
26.09,57.51,28.67,23.88,50.94,5.56,61.12,pigeonpeas
35.36,75.37,92.97,17.26,22.52,7.22,85.31,chickpea
88.22,53.27,44.62,21.47,81.0,5.39,176.67,rice
109.74,51.58,27.91,28.68,77.2,6.56,88.35,cotton
21.08,70.24,23.57,28.3,46.62,5.41,169.86,pigeonpeas
16.69,72.23,12.75,22.44,14.0,6.27,88.03,kidneybeans
70.73,42.82,17.74,17.33,51.46,7.36,71.62,maize
104.61,82.34,43.17,28.7,80.46,6.32,96.15,banana
68.61,42.08,46.78,25.84,83.01,7.04,132.75,jute
17.7,12.6,7.77,22.35,94.61,7.17,102.16,orange
45.82,63.71,53.62,31.61,98.14,6.98,113.92,papaya
26.27,12.85,27.0,29.16,90.85,5.56,203.63,coconut
26.73,45.48,18.37,31.0,53.23,3.5,43.56,mothbeans
78.14,52.87,39.4,26.07,82.14,7.54,183.59,rice
25.68,127.64,205.0,21.46,83.65,6.47,50.06,grapes
14.79,74.98,20.8,26.06,65.48,6.75,44.62,lentil
50.62,61.77,44.48,31.19,90.74,6.58,156.33,papaya
40.46,83.13,82.99,19.0,14.0,6.68,74.71,chickpea
32.9,60.65,89.98,16.71,14.0,6.69,77.21,chickpea
19.06,130.37,170.58,21.15,88.22,5.83,87.45,apple
105.18,9.17,48.26,23.7,91.26,7.51,53.7,watermelon
82.09,37.17,19.75,21.35,88.51,6.07,224.7,rice
40.55,60.83,54.05,36.81,91.2,6.48,123.08,papaya
23.8,49.21,24.22,25.31,82.17,6.97,38.69,mungbean
84.87,47.1,37.22,28.35,75.74,6.76,183.32,jute
39.48,65.3,56.11,32.98,94.21,6.41,145.94,papaya
18.32,13.45,31.94,18.31,91.62,5.71,127.04,pomegranate
18.39,133.4,205.0,22.85,91.09,5.25,119.69,apple
74.57,47.18,54.44,24.4,76.8,6.72,161.81,jute
47.86,83.24,15.54,30.54,62.22,7.14,49.51,blackgram
80.08,53.07,9.79,21.89,54.33,7.45,71.45,maize
17.47,16.85,42.71,20.32,94.3,5.78,106.37,pomegranate
16.41,76.32,17.22,23.29,40.95,5.83,181.66,pigeonpeas
100.02,14.31,53.67,29.3,78.3,5.83,27.17,muskmelon
19.49,52.17,22.57,27.34,80.19,7.01,33.78,mungbean
37.45,63.95,20.37,33.76,64.63,6.99,52.32,blackgram
87.19,42.47,32.98,20.65,90.59,7.04,151.81,jute
18.58,28.52,28.26,30.71,100.0,5.5,219.2,coconut
29.68,79.88,19.75,31.8,68.8,6.69,65.31,blackgram
112.19,38.7,51.31,17.87,82.5,7.49,93.9,cotton
94.42,11.68,55.12,30.0,83.38,5.9,33.25,watermelon
28.69,59.69,13.56,26.1,61.34,6.63,208.75,pigeonpeas
91.23,99.75,44.28,27.76,66.13,6.4,113.9,banana
15.36,137.74,199.69,22.29,91.82,5.83,121.81,apple
22.14,145.0,205.0,18.65,92.18,5.95,134.22,apple
17.51,55.85,10.63,21.42,64.93,6.59,41.08,lentil
43.5,46.97,45.66,29.43,87.24,6.76,101.53,papaya
29.28,37.98,21.31,26.75,90.73,7.66,68.81,mungbean
77.62,58.32,19.52,27.21,66.2,6.05,85.21,maize
21.84,73.69,5.84,24.73,43.8,5.41,155.23,pigeonpeas
85.95,25.15,25.23,24.33,63.88,6.91,152.51,coffee
6.16,20.57,8.89,23.01,82.88,6.72,126.44,orange
15.87,14.68,50.31,23.11,86.85,5.47,123.53,pomegranate
20.55,36.54,19.37,27.36,79.54,6.93,45.06,mungbean
92.87,27.52,26.49,18.78,65.14,7.23,149.21,coffee
85.13,29.85,33.77,21.85,85.53,6.07,213.33,rice
25.24,67.82,14.39,19.0,53.24,6.31,20.59,lentil
21.39,18.53,24.92,26.7,96.64,5.32,219.82,coconut
106.57,27.17,28.72,23.74,55.27,7.17,137.4,coffee
47.76,64.29,16.35,25.55,74.3,6.56,77.58,blackgram
18.56,70.34,19.35,25.88,38.77,6.71,143.51,pigeonpeas
23.76,132.16,203.11,21.97,79.62,6.12,63.96,grapes
99.64,17.9,52.9,25.07,80.9,6.23,46.51,watermelon
21.51,17.75,9.19,18.35,99.47,6.59,98.99,orange
75.34,44.73,51.36,25.2,77.5,6.47,198.33,rice
22.13,71.18,15.39,19.16,18.57,6.13,116.46,kidneybeans
41.8,72.29,68.21,18.25,15.87,7.38,68.99,chickpea
90.55,28.23,28.21,26.18,54.73,6.51,116.86,coffee
96.16,100.98,56.99,30.46,78.38,5.86,84.41,banana
16.03,32.3,29.88,33.54,46.72,6.68,92.66,mango
88.93,14.16,50.99,27.46,100.0,6.32,21.82,muskmelon
24.53,17.1,9.52,23.66,82.72,7.24,109.99,orange
87.44,43.21,37.42,29.57,68.02,6.16,238.36,jute
77.22,50.62,54.93,22.15,75.66,6.5,77.49,jute
93.61,21.34,35.82,28.1,89.21,6.56,29.56,muskmelon
22.54,51.12,21.98,26.16,84.59,6.59,36.67,mungbean
130.79,37.54,48.0,28.22,80.95,6.78,38.04,cotton
18.6,134.66,205.0,19.87,95.05,6.49,110.84,apple
101.26,25.35,27.41,18.53,57.98,7.03,177.53,coffee
23.03,51.68,20.01,24.76,82.59,6.63,58.54,mungbean
18.41,55.67,16.65,24.08,72.16,6.55,40.63,lentil
116.13,19.48,46.8,31.87,97.43,6.39,37.47,muskmelon
85.0,54.33,22.24,20.89,62.4,6.17,88.67,maize
20.62,66.94,24.03,24.51,69.91,6.84,56.18,lentil
20.17,16.92,29.05,22.63,94.33,5.54,210.7,coconut
43.05,59.97,93.18,20.86,14.75,8.26,97.49,chickpea
17.13,74.31,22.88,18.89,19.82,6.13,94.38,kidneybeans
92.96,25.82,28.99,20.99,64.2,6.86,167.66,coffee
92.17,95.53,42.02,29.42,83.15,5.88,68.43,banana
23.38,53.88,19.21,22.62,52.27,3.5,45.41,mothbeans
93.84,23.65,54.87,23.86,81.86,6.63,40.77,watermelon
104.05,77.67,54.51,30.08,71.18,6.19,83.4,banana
37.64,66.79,15.17,25.99,61.09,6.87,72.1,blackgram
118.97,32.61,29.49,25.62,62.4,6.92,121.82,coffee
12.42,62.34,20.78,20.62,70.95,5.7,130.58,pigeonpeas
77.0,36.96,40.54,24.89,83.2,5.95,191.81,jute
31.76,77.47,8.63,27.66,65.91,7.26,67.61,blackgram
26.33,132.81,166.96,22.7,79.28,5.92,88.17,grapes
22.15,129.37,205.0,24.91,84.18,6.06,39.86,grapes
63.27,50.44,57.92,31.82,94.36,6.97,124.67,papaya
20.06,28.42,36.45,28.15,49.89,5.98,127.83,mango
8.53,50.81,28.52,28.81,54.79,3.5,48.94,mothbeans
80.68,59.03,46.86,21.36,81.0,6.17,256.46,rice
18.12,75.87,18.15,18.26,14.0,5.26,108.9,kidneybeans
15.24,122.13,205.0,26.43,74.88,5.98,51.68,grapes
109.62,23.07,58.63,26.68,89.9,6.3,31.73,watermelon
20.91,11.13,6.38,26.19,92.9,6.95,110.39,orange
122.54,44.21,30.44,29.4,83.53,6.86,91.91,cotton
20.82,68.06,23.49,25.25,18.16,6.42,113.3,kidneybeans
15.38,62.44,16.71,26.89,31.79,5.18,189.39,pigeonpeas
17.08,86.87,28.16,29.33,53.77,6.52,117.18,pigeonpeas
42.15,74.31,72.48,18.57,14.0,6.75,39.92,chickpea
24.06,17.51,47.06,23.89,97.14,5.43,133.79,pomegranate
18.47,134.12,205.0,25.72,82.68,5.88,85.08,grapes
21.3,5.83,30.06,22.62,91.62,6.37,183.7,coconut
100.32,83.63,46.98,25.49,80.49,6.96,31.23,banana
10.28,22.98,48.9,25.61,92.46,5.88,143.12,pomegranate
76.72,32.54,48.5,26.66,78.55,6.67,218.48,rice
113.47,58.33,39.84,24.9,70.62,5.68,97.49,banana
112.06,77.16,36.26,27.42,84.74,5.57,119.99,banana
85.39,81.18,44.99,24.38,76.99,5.7,134.86,banana
119.32,71.49,46.12,27.85,76.61,7.61,62.67,cotton
114.32,18.24,51.76,23.83,82.98,5.93,30.83,watermelon
14.72,39.79,15.97,27.17,87.55,6.89,23.67,mungbean
15.61,17.39,33.92,34.09,53.32,5.94,89.7,mango
18.58,22.99,35.97,23.99,97.7,5.71,122.38,pomegranate
